chengyu,pinyin,english_definition,category,sub_category
至死不变,zhì sǐ bù biàn,,描写人的成语 Idioms describing people,坚定
忠贞不渝,zhōng zhēn bù yú,unswerving in one's loyalty (idiom); faithful and constant,描写人的成语 Idioms describing people,坚定
言必信，行必果,yán bì xìn ， xíng bì guǒ,one must be a man of his word and resolute in his work (proverb),描写人的成语 Idioms describing people,坚定
一口咬定,yì kǒu yǎo dìng,to arbitrarily assert/to allege/to stick to one's statement/to cling to one's view,描写人的成语 Idioms describing people,坚定
坚苦卓绝,jiān kǔ zhuó jué,persisting despite trials and tribulations (idiom); conspicuous determination,描写人的成语 Idioms describing people,坚强
宁死不屈,nìng sǐ bù qū,rather die than submit (idiom),描写人的成语 Idioms describing people,坚强
铁石心肠,tiě shí xīn cháng,to have a heart of stone/hard-hearted/unfeeling,描写人的成语 Idioms describing people,坚强
威武不屈,wēi wǔ bù qū,not to submit to force,描写人的成语 Idioms describing people,坚强
不屈不挠,bù qū bù náo,unyielding/indomitable,描写人的成语 Idioms describing people,坚强
百折不挠,bǎi zhé bù náo,to keep on fighting in spite of all setbacks (idiom)/to be undaunted by repeated setbacks/to be indomitable,描写人的成语 Idioms describing people,坚强
百炼成钢,bǎi liàn chéng gāng,to be tempered into a steel,描写人的成语 Idioms describing people,坚强
冰魂雪魄,bīng hún xuě pò,,描写人的成语 Idioms describing people,节操
冰清玉润,bīng qīng yù rùn,,描写人的成语 Idioms describing people,节操
冰清玉洁,bīng qīng yù jié,clear as ice and clean as jade (idiom); spotless/irreproachable/incorruptible,描写人的成语 Idioms describing people,节操
冰壶秋月,bīng hú qiū yuè,"jade ice jug and autumn moon (idiom, from poem by Song writer Su Dongpo 蘇東坡|苏东坡); fig. spotless white and pure/flawless person",描写人的成语 Idioms describing people,节操
高风亮节,gāo fēng liàng jié,of noble character and unquestionable integrity (idiom),描写人的成语 Idioms describing people,节操
古井无波,gǔ jǐng wú bō,,描写人的成语 Idioms describing people,节操
坚贞不屈,jiān zhēn bù qū,faithful and unchanging (idiom); steadfast,描写人的成语 Idioms describing people,节操
俭可养廉,jiǎn kě yǎng lián,,描写人的成语 Idioms describing people,节操
见利思义,jiàn lì sī yì,to see profit and remember morality (idiom); to act ethically/not tempted by riches,描写人的成语 Idioms describing people,节操
宁为玉碎，不为瓦全,nìng wéi yù suì ， bù wéi wǎ quán,Better broken jade than intact tile./Death is preferable to dishonor. (idiom),描写人的成语 Idioms describing people,节操
屈节辱命,qū jié rǔ mìng,,描写人的成语 Idioms describing people,节操
岁寒松柏,suì hán sōng bǎi,,描写人的成语 Idioms describing people,节操
守身如玉,shǒu shēn rú yù,to keep oneself pure/to preserve one's integrity/to remain chaste,描写人的成语 Idioms describing people,节操
抱诚守真,bào chéng shǒu zhēn,,描写人的成语 Idioms describing people,真诚
诚心诚意,chéng xīn chéng yì,earnestly and sincerely (idiom); with all sincerity,描写人的成语 Idioms describing people,真诚
讲信修睦,jiǎng xìn xiū mù,,描写人的成语 Idioms describing people,真诚
金石为开,jīn shí wèi kāi,,描写人的成语 Idioms describing people,真诚
开心见诚,kāi xīn jiàn chéng,,描写人的成语 Idioms describing people,真诚
披心相付,pī xīn xiāng fù,,描写人的成语 Idioms describing people,真诚
披肝沥胆,pī gān lì dǎn,lit. to open one's liver and drip gall (idiom); wholehearted loyalty,描写人的成语 Idioms describing people,真诚
璞玉浑金,pú yù hún jīn,,描写人的成语 Idioms describing people,真诚
拳拳服膺,quán quán fú yīng,,描写人的成语 Idioms describing people,真诚
全心全意,quán xīn quán yì,heart and soul/wholeheartedly,描写人的成语 Idioms describing people,真诚
推诚相见,tuī chéng xiāng jiàn,,描写人的成语 Idioms describing people,真诚
推心置腹,tuī xīn zhì fù,to give one's bare heart into sb else's keeping (idiom); sb has one's absolute confidence/to trust completely/to confide in sb with entire sincerity,描写人的成语 Idioms describing people,真诚
真心实意,zhēn xīn shí yì,genuine and sincere (idiom)/wholehearted,描写人的成语 Idioms describing people,真诚
表里如一,biǎo lǐ rú yī,external appearance and inner thoughts coincide (idiom); to say what one means/to think and act as one,描写人的成语 Idioms describing people,诚实
开诚相见,kāi chéng xiāng jiàn,candid and open (idiom),描写人的成语 Idioms describing people,诚实
恪守不渝,kè shǒu bù yú,,描写人的成语 Idioms describing people,诚实
倾心吐胆,qīng xīn tǔ dǎn,to pour out one's heart (idiom),描写人的成语 Idioms describing people,诚实
实心实意,shí xīn shí yì,,描写人的成语 Idioms describing people,诚实
天人共鉴,tiān rén gòng jiàn,,描写人的成语 Idioms describing people,诚实
闭邪存诚,bì xié cún chéng,,描写人的成语 Idioms describing people,诚实
心口如一,xīn kǒu rú yī,lit. heart and mouth as one (idiom); to say what you think/honest and straightforward,描写人的成语 Idioms describing people,诚实
胸无城府,xiōng wú chéng fǔ,open and candid (idiom); not hiding anything/ingenuous,描写人的成语 Idioms describing people,诚实
言而有信,yán ér yǒu xìn,to speak and keep one's promise (idiom); as good as one's word,描写人的成语 Idioms describing people,诚实
言行一致,yán xíng yī zhì,(idiom) one's actions are in keeping with what one says,描写人的成语 Idioms describing people,诚实
坐言起行,zuò yán qǐ xíng,,描写人的成语 Idioms describing people,诚实
肝胆相照,gān dǎn xiāng zhào,to treat one another with absolute sincerity (idiom); to show total devotion,描写人的成语 Idioms describing people,诚实
不耻下问,bù chǐ xià wèn,not feel ashamed to ask and learn from one's subordinates,描写人的成语 Idioms describing people,虚心
不矜不伐,bù jīn bù fá,,描写人的成语 Idioms describing people,虚心
功成不居,gōng chéng bù jū,not to claim personal credit for achievement (idiom),描写人的成语 Idioms describing people,虚心
功薄蝉翼,gōng bó chán yì,,描写人的成语 Idioms describing people,虚心
好问则裕,hào wèn zé yù,,描写人的成语 Idioms describing people,虚心
戒骄戒操,jiè jiāo jiè cāo,,描写人的成语 Idioms describing people,虚心
礼贤下士,lǐ xián xià shì,respect for the wise,描写人的成语 Idioms describing people,虚心
抛砖引玉,pāo zhuān yǐn yù,lit. throw out a brick and get jade thrown back (idiom)/fig. to attract others' interest or suggestions by putting forward one's own modest ideas to get the ball rolling,描写人的成语 Idioms describing people,虚心
谦让末遑,qiān ràng mò huáng,,描写人的成语 Idioms describing people,虚心
谦虚谨慎,qiān xū jǐn shèn,,描写人的成语 Idioms describing people,虚心
深藏若虚,shēn cáng ruò xū,to hide one's treasure away so that no-one knows about it (idiom); fig. modest about one's talents/to hide one's light under a bushel,描写人的成语 Idioms describing people,虚心
损之又损,sǔn zhī yòu sǔn,,描写人的成语 Idioms describing people,虚心
闻过则喜,wén guò zé xǐ,to accept criticism gladly (humble expr.)/to be happy when one's errors are pointed out,描写人的成语 Idioms describing people,虚心
洗耳恭听,xǐ ěr gōng tīng,to listen with respectful attention/(a polite request to sb to speak)/we are all ears,描写人的成语 Idioms describing people,虚心
虚怀若谷,xū huái ruò gǔ,receptive as an echoing canyon (idiom); modest and open-minded,描写人的成语 Idioms describing people,虚心
逊志时敏,xùn zhì shí mǐn,,描写人的成语 Idioms describing people,虚心
移樽就教,yí zūn jiù jiào,,描写人的成语 Idioms describing people,虚心
载酒问字,zài jiǔ wèn zì,a scholarly and inquisitive individual (idiom),描写人的成语 Idioms describing people,虚心
择善而从,zé shàn ér cóng,to choose the right course and follow it (idiom),描写人的成语 Idioms describing people,虚心
不骄不躁,bù jiāo bù zào,,描写人的成语 Idioms describing people,虚心
知之为知之,zhī zhī wéi zhī zhī,,描写人的成语 Idioms describing people,虚心
有则改之，无则加勉,yǒu zé gǎi zhī ， wú zé jiā miǎn,"correct any mistakes you made, but maintain your good record if you did not make them (idiom)",描写人的成语 Idioms describing people,虚心
满招损，谦受益,mǎn zhāo sǔn ， qiān shòu yì,"(idiom) complacency leads to loss, modesty brings profit/pride comes before a fall",描写人的成语 Idioms describing people,虚心
防意如城,fáng yì rú chéng,,描写人的成语 Idioms describing people,律已
非异人任,fēi yì rén rèn,to bear one's own responsibilities and not pass them to others (idiom),描写人的成语 Idioms describing people,律已
修心养性,xiū xīn yǎng xìng,to cultivate the heart and nurture the character (idiom); to improve oneself by meditation,描写人的成语 Idioms describing people,律已
引咎自责,yǐn jiù zì zé,,描写人的成语 Idioms describing people,律已
知过必改,zhī guò bì gǎi,,描写人的成语 Idioms describing people,律已
自愧弗如,zì kuì fú rú,to feel ashamed at being inferior (idiom),描写人的成语 Idioms describing people,律已
自怨自艾,zì yuàn zì yì,to be full of remorse/to repent and redress one's errors,描写人的成语 Idioms describing people,律已
爱惜羽毛,ài xī yǔ máo,,描写人的成语 Idioms describing people,谨慎
画地为牢,huà dì wéi láo,lit. to be confined within a circle drawn on the ground (idiom)/fig. to confine oneself to a restricted range of activities,描写人的成语 Idioms describing people,谨慎
谨言慎行,jǐn yán shèn xíng,,描写人的成语 Idioms describing people,谨慎
慎终追远,shèn zhōng zhuī yuǎn,to pay careful attention to one's parents' funerary rites,描写人的成语 Idioms describing people,谨慎
守口如瓶,shǒu kǒu rú píng,lit. to guard one's mouth like a closed bottle (idiom); tight-lipped/reticent/not breathing a word,描写人的成语 Idioms describing people,谨慎
临事而惧,lín shì ér jù,,描写人的成语 Idioms describing people,谨慎
临深履薄,lín shēn lǚ bó,,描写人的成语 Idioms describing people,谨慎
如临探渊,rú lín tàn yuān,,描写人的成语 Idioms describing people,谨慎
如履薄冰,rú lǚ bó bīng,lit. as if walking on thin ice (idiom)/fig. to be extremely cautious/to be skating on thin ice,描写人的成语 Idioms describing people,谨慎
奉命唯谨,fèng mìng wéi jǐn,,描写人的成语 Idioms describing people,谨慎
